animal,block,block_key,event_id,saccade_on_ms,saccade_off_ms,amp_deg,overall_angle_deg,primary_eye,concurrency,eyes,lizmov_path,head_movement,has_back_and_forth,n_small_followups,n_consecutive_reversals,first_followup_latency_ms,n_constituents
PV_106,008,PV_106_block_008,PV_106_008_69304_L,69304.45,69371.05,10.423437917095752,164.06623752550883,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,3,0,49.94999999999709,2
PV_106,008,PV_106_block_008,PV_106_008_74616_L,74615.8,74649.1,12.74361768074208,355.0333812804856,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,66.59999999999127,2
PV_106,008,PV_106_block_008,PV_106_008_74682_L,74682.4,74782.3,7.514338522790944,168.52385428098776,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,True,3,1,133.20000000001164,2
PV_106,008,PV_106_block_008,PV_106_008_77813_L,77812.6,77862.55,10.045111441609267,1.582584492261425,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_83607_R,83606.8,83673.4,7.235176583716624,246.18804844460416,R,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_84306_L,84306.1,84356.05,11.454997803369208,9.341117731547179,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_85538_R,85538.2,85604.8,12.694111479450632,150.4905350265818,R,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,49.94999999999709,2
PV_106,008,PV_106_block_008,PV_106_008_87520_L,87519.55,87602.8,12.400008375487834,335.498368878503,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,83.25,2
PV_106,008,PV_106_block_008,PV_106_008_88002_L,88002.4,88102.3,9.199854780385694,242.19993882631093,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_111296_L,111295.75,111395.65,10.479039269635006,18.379309093227228,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_111978_L,111978.4,112028.35,9.851104331008365,338.1427395820174,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,3,0,33.30000000000291,2
PV_106,008,PV_106_block_008,PV_106_008_112894_L,112894.15,112960.75,8.955349861198936,173.32416057476135,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_114792_L,114792.25,114875.5,10.282584018281858,9.660515919354346,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_115109_L,115108.6,115158.55,9.321690639276705,356.70528224156175,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,3,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_116191_L,116190.85,116257.45,7.537192077470288,162.41967930912438,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_118289_L,118288.75,118322.05,14.326169789628116,5.926973912277667,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,33.30000000000291,2
PV_106,008,PV_106_block_008,PV_106_008_121252_L,121252.45,121352.35,8.963583528154311,357.84967484607085,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,83.25,2
PV_106,008,PV_106_block_008,PV_106_008_121602_L,121602.1,121751.95,9.074112354983155,182.41194246034527,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,149.84999999999127,2
PV_106,008,PV_106_block_008,PV_106_008_124516_L,124515.85,124549.15,10.005071250123553,356.89720526657953,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_125864_R,125864.5,125897.8,9.580035546541659,179.2383301703054,R,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,3,0,33.30000000000291,2
PV_106,008,PV_106_block_008,PV_106_008_127363_L,127363.0,127429.6,11.734401907832476,4.3727888470278,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,3,0,83.25,2
PV_106,008,PV_106_block_008,PV_106_008_128795_L,128794.9,128861.5,12.438015743915862,156.59628598790312,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,True,3,1,66.60000000000582,2
PV_106,008,PV_106_block_008,PV_106_008_129028_R,129028.0,129111.25,7.198015852702875,246.0921296285651,R,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,49.94999999999709,2
PV_106,008,PV_106_block_008,PV_106_008_130227_L,130226.8,130293.4,15.903970760354126,15.402535752854918,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,66.59999999999127,2
PV_106,008,PV_106_block_008,PV_106_008_130293_L,130293.4,130393.3,22.579721963675272,287.47406350592763,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,True,3,1,49.95000000001164,2
PV_106,008,PV_106_block_008,PV_106_008_132907_L,132907.45,132974.05,9.037114709616352,248.8118566283958,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_147443_L,147442.9,147526.15,23.76708828820037,304.17578613922126,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,99.89999999999418,2
PV_106,008,PV_106_block_008,PV_106_008_158082_L,158082.25,158182.15,7.335639327354395,96.26454608955765,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",False,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_171402_L,171402.25,171485.5,7.281168541189229,92.31415042619379,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",False,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_171802_L,171801.85,171835.15,11.461110169351782,179.27182165056084,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,True,3,1,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_173866_L,173866.45,173949.7,17.307711796950343,6.698432298590555,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,99.89999999999418,2
PV_106,008,PV_106_block_008,PV_106_008_174199_R,174199.45,174332.65,7.517392145477144,21.074047543924095,R,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,49.94999999998254,2
PV_106,008,PV_106_block_008,PV_106_008_174449_L,174449.2,174499.15,9.32048651803683,5.24327012763611,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,3,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_174482_L,174482.5,174582.4,7.167594848993327,180.43432506701987,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_175332_L,175331.65,175364.95,8.031725970602173,174.62561469795608,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,16.64999999999418,2
PV_106,008,PV_106_block_008,PV_106_008_175531_L,175531.45,175564.75,7.006609785353895,175.97503190814066,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_177396_L,177396.25,177496.15,12.872665410348738,8.535836142340857,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,66.60000000000582,2
PV_106,008,PV_106_block_008,PV_106_008_177829_L,177829.15,177879.1,21.22681336855225,355.87059122571185,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,33.30000000001746,2
PV_106,008,PV_106_block_008,PV_106_008_177862_L,177862.45,178062.25,19.21474834679616,166.2359610860837,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_178878_R,178878.1,178928.05,7.248226843876191,171.94161899702254,R,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,49.94999999998254,2
PV_106,008,PV_106_block_008,PV_106_008_180526_L,180526.45,180576.4,7.2271717068562396,5.507732300819096,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,99.89999999999418,2
PV_106,008,PV_106_block_008,PV_106_008_180859_L,180859.45,180892.75,11.01890414552802,351.69915015547315,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,4,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_184323_L,184322.65,184355.95,7.640350926579477,4.725076905885435,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,16.64999999999418,2
PV_106,008,PV_106_block_008,PV_106_008_185388_L,185388.25,185454.85,11.355447066855353,149.58732914972381,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,49.95000000001164,2
PV_106,008,PV_106_block_008,PV_106_008_187286_L,187286.35,187369.6,8.16332636937952,343.13002600719284,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,66.60000000000582,2
PV_106,008,PV_106_block_008,PV_106_008_191665_L,191665.3,191731.9,8.883930712330736,157.79632622727513,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_193547_L,193546.75,193613.35,10.158788508235576,352.4870617529851,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,49.95000000001164,2
PV_106,008,PV_106_block_008,PV_106_008_199907_L,199907.05,199957.0,7.284168167792532,348.0205391566718,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_200207_L,200206.75,200240.05,10.649943764677174,357.40016939927875,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,2,0,33.29999999998836,2
PV_106,008,PV_106_block_008,PV_106_008_203620_L,203620.0,203669.95,7.514311700747363,37.46632990021905,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,49.95000000001164,2
PV_106,008,PV_106_block_008,PV_106_008_236837_L,236836.75,236886.7,7.636575187738597,7.54982650886387,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_240416_L,240416.5,240466.45,10.711092255052643,349.2829031651223,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_297476_L,297476.05,297575.95,7.6565323270141965,198.47156745356773,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_299824_L,299823.7,299873.65,11.474571507627317,350.5593536839003,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_300173_L,300173.35,300223.3,8.291723441301677,40.46313093625603,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,1,0,33.300000000046566,2
PV_106,008,PV_106_block_008,PV_106_008_300756_L,300756.1,300806.05,13.42290869575914,155.19927737179523,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,3,0,49.95000000001164,2
PV_106,008,PV_106_block_008,PV_106_008_302854_L,302854.0,302920.6,9.935070387811463,2.7520889690977794,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_315008_L,315008.5,315058.45,21.128409822966063,334.78316691226433,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
PV_106,008,PV_106_block_008,PV_106_008_316390_L,316390.45,316457.05,10.834350120913978,160.34575051866565,L,binocular,2,"/Volumes/Data-1/Nimrod/experiments/PV_106/2025_08_06/block_008/oe_files/PV106_ET_d3t12025-08-06_11-52-19/Record Node 102/analysis/recNames=Block008,Animal=PV_106/lizMov.mat",True,False,0,0,,2
